filename,tempo,beats,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00024.au,103.359375,51,0.263128588,0.086981654,1120.387619,1447.839934,2325.102607,0.0472979,-274.2887845,130.4174235,-6.394799564,70.41067978,13.26585719,9.46310482,7.723188785,-1.245347279,-0.575019932,-2.299992443,3.783482366,0.08091478,-0.939682246,2.295373017,4.290512408,-1.661926028,-10.44482479,-6.797826093,-1.068164465,-1.596130304,1
blues.00047.au,151.9990809,65,0.336454382,0.112245128,2013.382437,2310.305516,4849.495676,0.075344971,-149.9517014,93.62947982,6.343454384,71.51194573,-8.107514099,36.20725255,-9.776674486,17.63980628,-21.11580046,-0.137307143,-22.19928428,5.430453035,-7.462271218,-4.335877371,-12.40164114,9.624599614,-5.014184844,-3.704145518,2.342510522,4.161077271,1
blues.00017.au,172.265625,81,0.302096285,0.093281545,1088.698166,1410.947954,2134.412094,0.048323971,-245.7564282,140.4859276,-2.764771944,60.43620732,18.93794557,9.833542166,3.563888695,0.532686317,-16.37223959,6.630079272,7.268407751,-4.008892641,1.60825383,5.899378513,-3.022785164,-4.772990341,-3.025786801,-1.993939019,-0.055458803,-3.975349754,1
blues.00015.au,99.38401442,49,0.270312561,0.080653198,1420.529293,1731.192252,2930.540613,0.06371768,-238.5189671,120.0845701,-4.227885749,42.30707219,5.920908396,13.91916098,5.361617794,1.901834048,-16.93320308,12.34527432,3.947014894,-1.384822375,0.021880198,3.586694338,-4.50395221,-5.542268718,-6.888212092,-4.82814199,1.735005806,-1.888814568,1
blues.00070.au,143.5546875,72,0.322734169,0.106164381,2159.546654,2130.376826,4685.04667,0.09834899,-133.0159814,105.7226899,-22.13897319,41.81862045,-26.98873841,19.12245007,-26.56639645,19.23980519,-15.33208604,6.986051993,-10.81320603,6.791204872,-11.72709213,4.397389536,-6.039440775,1.96611379,-12.32032356,3.253893293,-8.809824051,-3.37992039,1
blues.00099.au,92.28515625,41,0.370278651,0.105060823,1538.817338,1703.507382,3175.272466,0.074799245,-177.165864,136.2215941,-26.91518139,36.37628987,-18.76082839,20.9096326,-1.778092087,3.0130118,-5.600873481,5.63846787,-8.117090854,5.642527763,-10.79022752,-2.416264074,-6.943610509,-2.507238487,-5.203642449,-3.40766122,-3.246502175,-2.681820504,1
blues.00000.au,123.046875,61,0.349943197,0.13022463,1784.420446,2002.650192,3806.485316,0.083066391,-113.5967422,121.557302,-19.15882457,42.35102876,-6.376457094,18.61887471,-13.69791086,15.3446302,-12.28526575,10.98049082,-8.324323401,8.810668332,-3.667367432,5.751690395,-5.16276137,0.7509466,-1.691937255,-0.409953693,-2.300208093,1.219928131,1
blues.00089.au,107.6660156,51,0.348553476,0.052862491,798.2661856,1285.20124,1453.882875,0.025639679,-347.016941,139.2704823,24.17441875,22.19382342,18.69571207,11.665297,9.036069116,6.951592555,-2.015198863,5.426169145,1.675913476,-2.349583112,3.197295125,0.688728392,-3.091588313,-2.107178684,-2.213318462,-4.577963047,-4.726822906,0.066003051,1
blues.00079.au,78.30255682,38,0.421494538,0.270870328,2443.298208,2358.443293,5267.601481,0.124735451,-3.528043319,92.91431753,-25.11040055,45.17769957,-10.86185922,31.85436192,-18.04933213,28.61951037,-10.22403326,14.66693066,-14.89971364,14.74299501,-15.6006662,9.548171711,-14.78873519,2.067855622,-13.8211327,3.563616147,-5.965994839,-1.649997903,1
blues.00030.au,151.9990809,71,0.263016104,0.170081377,1379.081742,2004.00085,3015.831764,0.039375801,-206.9875896,117.7814676,23.25624501,28.29406821,-1.099597861,18.86493903,-21.95371125,17.85511754,-25.58335725,2.128551726,-17.78905399,-8.015466745,-17.61634166,-8.138553789,-8.646157175,-15.53898755,-15.33150601,-9.664871578,-10.10331037,-17.83509995,1
blues.00073.au,99.38401442,48,0.341865036,0.259713769,2094.91942,2158.335963,4482.447895,0.100569687,-30.09457067,103.7322892,-19.75423989,56.40476967,-12.71098994,20.1880024,-17.34038086,16.29243456,-18.43959952,8.924175007,-11.64801592,11.21347195,-8.842511117,9.090302099,-3.579251824,4.372714325,-2.830806818,4.725088883,0.485058016,1.475954722,1
blues.00090.au,143.5546875,69,0.377687767,0.131890103,1613.315725,1972.202261,3470.404015,0.058235853,-177.4907609,115.3461033,9.969872543,54.0513286,7.616936075,28.31429865,-9.058337879,20.05525763,-15.04501584,6.224081805,-5.689818347,1.384242361,-5.837235272,5.016451917,-0.748612351,5.065468045,-5.084879482,-2.795500013,2.435524056,-5.375209219,1
blues.00088.au,172.265625,83,0.377977327,0.142048702,1006.758962,1530.437061,2074.679121,0.032065566,-194.2545405,151.857147,-1.197269937,39.1980646,16.5816114,18.25757716,-1.396668244,14.88366454,-11.61761352,2.451709712,-5.080099752,3.946018568,-0.900450079,0.638456267,-8.354743807,-7.515804974,-8.049328963,-5.410957376,-2.535688075,0.128512244,1
blues.00061.au,129.1992188,63,0.451905326,0.141766369,2504.026852,2180.438691,5077.152632,0.167584399,-82.45470632,94.14776275,-27.12091658,75.65509963,-27.50995139,35.57621288,-20.27853822,25.10920079,-15.36231018,11.32974173,-13.39863657,8.139763249,-8.494856994,8.283360585,-10.34654872,-3.462061096,-5.223507773,-2.595848108,-8.363732732,-6.978242867,1
blues.00065.au,107.6660156,52,0.292729902,0.100359581,2816.676938,2372.164643,5614.449384,0.146318465,-118.3335107,74.8538519,-19.85836891,46.9415849,-32.54969923,23.82716754,-26.36183571,17.68526348,-13.81125464,11.94149837,-17.87651632,7.544859675,-22.88893643,4.759724017,-12.79163036,5.608855186,-14.72510991,6.684452421,-9.159456439,-2.243775561,1
blues.00019.au,123.046875,52,0.257259335,0.09767247,1195.41164,1481.284259,2234.878153,0.058871148,-236.6653402,138.4090571,-4.903461529,47.62458246,5.179255781,8.879489246,0.507105478,-3.818273539,-14.97752029,10.42042597,-0.351181644,0.77782937,1.77730615,4.235422613,-0.463350715,-6.10569345,-5.382381961,-1.337586248,-3.71971745,-4.353154157,1
blues.00009.au,80.74951172,40,0.274009231,0.081352018,1817.516386,1973.73907,3944.451148,0.079215318,-213.1808031,115.1527937,-11.71626441,39.02947022,-20.35275538,13.08240382,-9.173480965,9.01614795,-14.09791352,4.278177139,-6.039593544,3.784770211,0.225668547,-5.11363841,-0.413063347,-1.184538344,-1.920714308,-2.293728469,2.891266393,-4.233204324,1
blues.00018.au,83.35433468,40,0.269929297,0.079672717,1537.657183,2054.779113,3495.653862,0.056131936,-252.5339856,104.9274851,15.35357798,42.65663789,6.778398708,21.61889402,-1.299683376,5.684368709,-16.61465721,12.16609362,-1.953307905,1.960557101,-0.881434762,7.778604161,2.390254535,1.774140127,1.339317179,3.630698756,4.910860145,-2.651944267,1
blues.00026.au,83.35433468,39,0.278484462,0.076970495,1198.607665,1573.308974,2478.37668,0.051987592,-284.8195038,108.7856277,9.131956126,51.25903,18.1112561,7.621316894,8.781746681,2.372426026,0.011786518,2.250416762,4.200278029,-3.303734631,1.601560712,2.660516563,3.323454744,3.258919759,-4.551105989,0.493844974,5.937065626,3.231544282,1
blues.00020.au,135.9991776,67,0.302732316,0.075386867,1389.95551,1911.485152,3005.773491,0.052560151,-230.4130179,127.0941858,7.151100103,39.78209007,1.951132202,17.41168872,-5.625576371,8.252521186,-18.10535323,13.83934295,-3.76358507,2.561243209,-4.329452414,6.817760472,-6.157659391,-6.214758363,-4.515433801,-1.850599721,-0.539056139,1.508026381,1
blues.00027.au,92.28515625,45,0.288721001,0.095768176,1391.36771,1494.892439,2811.108002,0.072358973,-228.2279847,130.3535489,-23.29761841,70.17366181,1.13706044,7.609717012,0.91500838,1.989319695,-6.161289542,-9.390745402,-2.566142467,-4.523861097,-0.266734137,0.181102491,-1.513057235,1.460950447,-6.976430898,-8.318998845,4.241006548,0.979681894,1
blues.00010.au,161.4990234,79,0.303954489,0.142939135,1410.469096,1512.620983,2767.274933,0.062980723,-173.7075137,137.1564,-23.76651669,26.98936979,-16.66842036,4.198449426,-12.56662937,5.834842541,-2.881735712,-1.208681184,-1.965735861,1.80053478,-2.988374412,-1.869388682,-0.800155411,-3.023782463,-0.445196069,-1.998228111,-0.743598864,-4.98611249,1
blues.00059.au,107.6660156,54,0.405961416,0.16998747,2235.906951,2100.004335,4390.031787,0.142288255,-86.22530843,91.94844562,-23.40865997,68.25329393,-3.895873631,22.74526394,-9.899614717,16.89597896,-11.39753032,18.43167712,-7.015263492,10.77105475,-11.93868557,1.005815138,-5.923496156,5.318165538,-6.140526295,1.948990958,-5.102755105,-0.666248019,1
blues.00004.au,135.9991776,66,0.308590128,0.091563217,1835.494603,1748.362448,3580.945013,0.101500142,-160.2660312,126.1988004,-35.60544845,22.1533011,-32.48926973,10.86451213,-23.35792857,0.503116736,-11.80583116,1.206804106,-13.08382034,-2.806384649,-6.934122214,-7.558618519,-9.173552251,-4.51216586,-5.453538244,-0.924161636,-4.409332528,-11.70378126,1
blues.00063.au,92.28515625,42,0.330237548,0.09632621,2839.453119,2444.144011,5711.257131,0.154355832,-129.086269,72.10388943,-7.749275284,49.2519718,-32.7115068,21.59778592,-27.36331924,14.99189874,-10.24707212,12.42476046,-17.03021878,7.106393505,-18.0094848,2.922716845,-14.47679418,4.054748021,-14.53060527,7.253354725,-8.201505233,-2.006035207,1
blues.00054.au,89.10290948,44,0.452728355,0.200888529,2030.485224,1987.320416,4062.942099,0.103385996,-57.97879223,108.9891115,-36.20019724,64.03285673,1.45468244,26.30075192,-17.4702249,20.42356385,-9.526500348,18.17187004,-6.047028764,13.86262523,-11.28712323,4.663285943,-6.388997599,3.213774942,-8.078659407,-1.723661948,-5.422674765,-2.582366169,1
blues.00062.au,112.3471467,55,0.31178045,0.106240049,2279.895453,2119.726057,4732.338051,0.117148951,-144.9679223,95.72647689,-21.59864849,49.62574588,-29.8847458,29.35317032,-18.84448775,17.8775813,-9.666900085,5.505879051,-9.546326632,6.365178666,-21.0838788,2.452763678,-9.533539249,-1.422650408,-9.327805558,5.136749813,-8.103219343,-2.445026983,1
classical.00091.au,92.28515625,44,0.223738306,0.044745713,2192.798091,1911.986037,4066.467077,0.152437854,-251.3134501,88.72515249,-41.76719192,37.91978423,-12.02397328,21.63785116,-5.854144967,25.7257307,-5.196482459,14.30096272,-7.56134484,10.4695011,-4.921158339,5.283192036,0.30772699,3.319732853,1.261332597,4.767062965,-2.076303123,1.128966959,0
classical.00037.au,161.4990234,65,0.284173046,0.041551378,1534.064978,1464.710723,2838.224504,0.093952191,-275.3462661,125.3112864,-41.04367076,24.59054022,-4.767962784,-4.266322341,-14.99946053,-5.051127747,-4.991537858,2.468480642,-10.88641918,-8.020301759,-5.15505972,-4.618426901,0.714934934,6.51770314,5.906553006,2.6838133,-2.032034931,-8.060385683,0
classical.00071.au,143.5546875,69,0.208112888,0.051705267,1396.824265,1574.218758,2615.059187,0.075857062,-269.6653552,136.4838676,-25.01260032,26.39067766,0.675732213,-5.381545124,-1.120897739,-1.510784726,-0.155944993,-3.779258283,-9.279790196,-3.146819148,1.640977603,0.676200734,1.898460689,2.231276731,-2.128317038,-3.663708599,-1.074119871,3.530190396,0
classical.00056.au,95.703125,43,0.312899541,0.189936608,1680.088264,1706.919816,3077.806389,0.096725795,-81.10374221,129.102791,-42.53853885,33.17805943,5.659307589,-6.40216612,-2.265059963,7.372704038,-18.71864119,2.500882521,3.786016018,1.934638398,-10.06649314,0.944549984,-3.573205836,-6.16834895,-8.033390851,3.77587471,-5.029608595,-0.853512484,0
classical.00047.au,123.046875,62,0.258572289,0.00949774,1173.658308,1517.285384,2082.504074,0.066325374,-436.8371648,154.1459674,-19.88185159,20.1942163,3.159222913,0.44480807,-6.536028794,-4.605622058,-10.06033707,-6.152646994,-4.532687773,-2.783274792,-5.234963212,-7.386918213,-6.992791793,-3.20048992,-0.358716479,2.217816996,2.568618353,4.471459545,0
classical.00078.au,67.99958882,24,0.225211979,0.006632959,715.1893205,1029.991545,1037.285394,0.041293401,-552.0640633,173.3987032,26.35576659,14.11461398,7.252555006,-7.087655383,-5.856010476,-10.34017308,-11.01861778,-9.193639101,-8.826016359,-4.9292071,-3.650469809,-4.280855956,-3.457496571,-4.820615504,-5.68252902,-6.550562825,-8.210965812,-6.453841243,0
classical.00019.au,95.703125,47,0.284017623,0.007993123,1184.632142,1525.044737,2289.452823,0.057591488,-475.8490664,141.5205827,-8.481039752,33.99667653,0.530630255,6.045521913,0.025261497,9.534500449,2.161829331,7.085843516,-8.051203531,-0.101292674,0.793869651,3.873308579,5.31376301,4.670820559,6.868613279,5.39176681,1.047285425,-6.492128113,0
classical.00017.au,89.10290948,43,0.256394968,0.037378151,1358.897903,1417.887433,2417.593714,0.081115534,-311.5393968,148.6832789,-33.48111774,10.32681581,-12.86201522,1.217720308,-12.89929527,0.798094591,-9.725869002,2.049695027,-5.10888361,6.745241277,4.605569851,3.764831715,1.275329034,1.243599762,-0.089598792,1.511762445,0.387477432,-3.00395469,0
classical.00006.au,99.38401442,47,0.261489298,0.033231888,1372.825807,1579.309887,2737.933444,0.072923217,-295.7028877,134.5350937,-22.44718383,40.74152709,-5.877058657,9.267068275,-11.86493893,6.293622881,-8.860720876,4.400859612,-9.373816673,4.062370393,1.628091568,5.138569878,5.442816459,2.28507817,-1.816667909,-2.923230178,0.1350349,3.197436359,0
classical.00098.au,184.5703125,94,0.289978727,0.029108962,1953.048534,1865.848758,3780.627139,0.123492451,-287.4953054,101.7361401,-35.37274331,41.28448857,-12.74725393,17.28848581,-13.97845943,16.31230359,-5.600776487,13.66430732,-8.791640442,-0.05494214,-13.77111585,6.479974693,6.705735029,6.984978393,7.033379494,8.39260955,-5.607799093,1.378890976,0
classical.00097.au,103.359375,50,0.222324061,0.036727086,1494.115744,1670.924448,2780.841518,0.085921249,-280.6950579,122.7286246,-14.38936307,26.85583571,1.356169664,5.990099161,-13.10404147,3.374500528,-11.54533976,5.199524576,-1.048746791,2.753912313,0.057280497,1.352473474,1.5121087,-2.217835447,0.780848535,-3.965543614,-9.139270548,-6.930954909,0
classical.00079.au,143.5546875,62,0.217626991,0.018847767,789.601607,897.9943189,1158.451328,0.052112308,-437.5572834,171.0271226,7.378997301,-3.129031471,0.791053816,-11.14040062,-12.52517013,-6.894892371,-5.841103854,-8.446661204,-8.470935072,-8.330275448,-7.373576593,-6.733350814,-6.086332232,-7.057519224,-6.649798075,-4.292587933,-4.405682415,-4.917366481,0
classical.00081.au,151.9990809,65,0.2669037,0.016525526,1213.872306,1539.55698,2163.528584,0.060558969,-374.7410914,153.8556579,-21.57473776,20.846503,7.006253364,-3.949142725,-2.522304903,-2.80880482,-4.284175825,-4.506857974,-5.767222891,-4.262547008,-3.843052932,-4.578050788,-3.634757618,-2.292484572,-3.136094292,-0.222148404,2.631096671,1.819158494,0
classical.00096.au,135.9991776,66,0.293142443,0.057000209,1932.858343,1740.355038,3573.061728,0.117520453,-203.5871576,111.1983304,-51.52694043,39.47595195,-10.54644104,11.89438008,-13.18036205,15.11290861,-7.285827781,13.36907158,-7.301339713,3.836546445,-3.773126956,5.291515766,4.111488129,6.639012662,2.993226936,3.539748568,-3.3613864,-3.682384277,0
classical.00028.au,161.4990234,76,0.26294719,0.062616818,1313.698893,1371.049973,2397.052172,0.081097771,-228.9171466,153.9831207,-30.68881557,20.80639676,-6.085672747,1.17441906,-10.7872979,-3.887584272,-11.5984857,0.883624413,-8.282285082,-0.724534358,-3.109804681,-3.437935265,-2.629029201,0.719195071,-1.973605979,-2.513512626,1.571475353,-1.484866681,0
classical.00025.au,129.1992188,65,0.297342448,0.064123116,1184.080387,1304.603804,2139.178731,0.068293994,-221.2628971,173.3370748,-37.46217676,24.36459344,-8.688421229,3.38808323,-12.84121281,1.083141844,-15.3285806,0.42499075,-9.622420323,2.298097657,-4.482634474,0.364165775,-1.487534152,1.811832793,0.228529111,-0.96671071,-0.487611878,-6.266113805,0
classical.00035.au,151.9990809,74,0.319262862,0.0405978,1016.27941,1151.881648,1823.680639,0.061154959,-319.7755586,166.0096191,-11.93308762,27.25413689,7.828892004,1.730611645,-7.856900669,-2.404760986,-2.90730729,-2.52171475,-11.36748204,-4.608424964,-4.492620457,-7.452209083,-5.582484896,-1.869691235,-1.280049004,-1.426752389,-0.487024891,-4.096601372,0
classical.00041.au,123.046875,55,0.268212987,0.021300973,1329.251894,1415.542891,2462.126779,0.078816984,-368.440892,124.27626,-31.57869191,17.614766,2.323812129,-5.951695107,-11.80854965,-5.548753636,-5.406486315,-1.304524334,-8.432322339,-3.618203414,2.203684784,-0.047955861,0.237254781,2.509610797,3.093510769,4.836786106,6.217569177,8.726848425,0
classical.00036.au,107.6660156,48,0.239282395,0.016010107,1281.770846,1502.895726,2440.360243,0.05941045,-419.2288967,127.4483482,-3.792735177,23.19407072,-4.338064134,4.040501794,-8.202417132,-7.616568385,-7.080099027,-2.92444675,-7.414776088,-5.439006483,-9.099890235,-10.61687817,-5.737674599,-0.3924866,7.027566634,5.593973824,-3.469120299,-5.166212583,0
classical.00043.au,129.1992188,55,0.190956714,0.115407556,1063.153306,1552.08904,1610.948592,0.051040886,-249.5338097,161.6055888,10.13459047,-3.079308748,-0.601394898,-2.076702907,-12.19037094,-8.603268701,-14.63880305,-12.05118951,-12.30646586,-7.175682071,-7.889322254,-2.082100293,-2.908613559,-0.859944471,-3.972877567,-0.883545258,-3.987475391,-3.885224839,0
classical.00089.au,99.38401442,45,0.217319909,0.035139497,2423.392871,1884.700007,4296.624019,0.166686445,-301.9122098,57.52900999,-59.132652,33.56534702,-20.88486834,17.7419663,-0.64348149,49.01888741,19.12920724,27.08637911,-17.64494647,-0.273833717,-3.749348521,18.16166343,9.959834067,11.60902519,11.27926645,15.37925721,-7.411045343,-5.853821257,0
classical.00024.au,151.9990809,75,0.253349534,0.066695653,1253.174116,1371.528234,2292.911135,0.071647715,-223.1329365,163.2403389,-34.40471485,24.17049715,-10.28918865,3.227833534,-12.86694534,0.795775178,-14.27435125,1.662018636,-10.1407872,0.246637806,-4.540335439,0.110148013,-2.866471867,1.34881249,-0.336784035,-1.059472976,-1.094790998,-8.060088906,0
classical.00044.au,80.74951172,39,0.252113219,0.017931728,1181.021586,1411.592641,2031.996046,0.071705538,-402.2155387,154.0391035,-15.21943208,15.30022989,-3.088477267,-3.190232483,-9.787203555,-17.31869014,-12.30777811,-7.907882621,-7.088667036,-0.284824816,1.55231395,-1.472115517,-1.741634931,1.851985607,5.03428546,-0.745425005,-0.136658924,-2.858921649,0
classical.00000.au,95.703125,45,0.252391077,0.03625489,1505.299012,1558.952849,2717.008571,0.09824506,-268.1559632,135.6895814,-34.07063305,25.63083214,-12.96951412,17.89194699,-9.996484513,5.628052619,-14.14241723,7.498352679,-3.961599946,8.26125604,-1.352933766,-0.382257282,1.031763534,3.807186985,-0.303796786,1.778556544,0.890327524,-0.837884128,0
classical.00083.au,117.4538352,46,0.244665823,0.041897476,852.9122973,997.1419965,1401.283193,0.050792966,-338.8257212,190.1980768,-16.32957459,3.691679011,-0.438978858,-8.89175613,-10.3860743,-16.37045926,-13.28748718,-10.78842336,-8.645040394,-8.284630148,-4.619125117,-3.797573545,-4.546130568,-3.657228684,-0.943703785,0.542290504,-0.262845562,-1.560352135,0
classical.00062.au,89.10290948,18,0.320224727,0.038956139,1474.803384,1813.316459,2809.941342,0.074046038,-305.3965028,135.9257374,-11.75587664,18.22289194,10.38824025,3.016726847,-5.595541904,0.145116438,-1.348897006,-1.86790534,-3.207136058,-6.740363851,-2.69286992,-5.595527212,-4.52192398,-4.783026321,-5.370309035,-2.622151002,-5.836810218,-6.928834666,0
classical.00046.au,129.1992188,37,0.346797523,0.115125246,1878.644574,1964.912008,3633.986359,0.111613082,-85.2434617,118.4288976,-31.47463609,20.28412147,-4.421110275,6.922971697,-10.95446304,-1.6243682,-7.370241464,-3.015117149,-4.433376578,-1.403674,-4.247367073,-4.168933313,-3.982021498,0.275396998,-3.393379998,1.694451292,-3.685526906,-3.439862216,0
classical.00055.au,78.30255682,40,0.186563747,0.013055688,1079.448981,1388.555898,1764.672663,0.059341289,-484.0280493,144.1766478,1.399308864,8.103261462,4.931988975,-2.322560063,-2.747426349,-6.837030231,-10.14065933,-8.057536506,-7.152664135,-10.56580843,-7.7894016,-2.957175996,-0.261427983,4.301272466,5.296612585,0.185796869,-4.530117867,-1.872410023,0
classical.00094.au,184.5703125,88,0.36900834,0.013995526,1424.013746,1696.938576,2927.307299,0.070154905,-385.7576859,128.6386626,-26.73602511,39.48350198,-2.176446092,16.76000464,-5.731489716,14.7219006,-3.092115022,12.30530222,-5.894019989,2.783779562,3.67149597,10.91880364,10.53664629,9.914707465,6.107597587,3.530101208,-3.320011466,-3.674570673,0
classical.00099.au,95.703125,45,0.3338626,0.010502625,1524.906761,1868.921918,3325.104894,0.080683186,-378.7244762,126.4941727,-18.81674729,42.88675383,-14.29465154,25.34391913,-14.64836079,18.69327272,-10.19309776,21.11294287,4.447901285,18.22638038,-10.27583101,8.955647267,1.210981394,6.280481499,2.530584141,4.389194711,1.705060991,9.986725955,0
classical.00039.au,161.4990234,73,0.270814856,0.012819476,1633.534759,1735.081241,3161.255884,0.108959281,-409.5301478,116.7989561,-16.16544211,11.70334382,0.729538152,5.984519048,-4.26159819,0.499136633,0.435511767,12.60068161,-1.107977198,-1.14716292,4.973182463,1.757982544,-3.910098594,3.505997752,2.799355368,3.101994976,0.651257172,-0.245165094,0
classical.00031.au,112.3471467,51,0.303159348,0.026815005,822.263434,1136.142253,1433.449665,0.039457433,-374.0323929,172.4689155,6.436843841,20.10563849,5.906853088,1.566088283,-6.698415484,-1.198540617,-0.279774611,0.324508653,-6.541102588,-7.307399143,-7.32657717,-10.21687772,-6.144977816,-2.427233126,-2.670047072,-2.285162229,-1.155676065,-3.814173428,0
classical.00076.au,172.265625,84,0.260483112,0.058851279,1340.270643,1538.935291,2521.98475,0.071713474,-238.5822363,149.7839367,-28.87004514,28.25925599,-0.797158128,-3.927916926,-2.143702412,-4.342735858,-4.189805535,-3.443622432,-5.770773269,-0.11647072,2.518272395,0.681765439,0.068461232,1.705275095,0.652180949,1.468414671,-1.831407314,-6.244635206,0
classical.00023.au,95.703125,43,0.267155855,0.017132366,983.6863867,1403.975606,1852.513798,0.044227246,-406.9177577,163.0825027,-2.361218713,32.38403237,7.980317461,9.600345444,-5.42017282,9.466266816,-3.042096451,10.16526555,-10.3424071,-5.423225019,-8.041794868,-2.090807471,0.399182253,3.392422502,3.502365361,7.387801223,6.448440378,0.184801096,0
classical.00073.au,129.1992188,56,0.216328362,0.043831587,1211.296335,1337.762505,2104.70394,0.070939102,-306.7527713,152.9124811,-27.59059249,16.31811187,-3.15672978,-8.933617141,-5.425213112,-9.775880615,-7.10997169,0.293280621,0.870354292,5.411912045,8.193733419,4.199891504,2.057260203,3.033074926,-0.386669589,-2.813876716,-2.90407841,1.33380327,0
classical.00040.au,117.4538352,49,0.250586452,0.019744933,1396.691239,1525.348096,2652.725626,0.072643174,-358.6338939,129.0925535,-30.40317973,19.88711482,-10.3851486,-0.650722657,-10.60776687,1.544903553,-3.974987222,1.864258513,-8.841996782,-7.168083312,-8.213491934,-5.940116839,-0.113216685,4.28034511,8.969017496,12.80198792,14.68691024,11.51135479,0
classical.00054.au,95.703125,47,0.319468121,0.175421417,1712.446076,1607.534077,2833.457866,0.116278208,-106.1917961,127.3736255,-45.29143601,31.27167434,4.311937402,-5.068769228,-16.11893166,14.68739753,-7.904389146,-1.21978008,2.990504876,17.46109006,-4.07354767,1.78177322,0.598686878,4.610257747,-9.984091888,-3.343488864,-3.099766939,1.911288078,0
classical.00069.au,69.83741554,32,0.236665804,0.02916662,1349.415928,1522.684302,2443.618557,0.079280322,-321.1968465,136.3056096,-28.31137819,31.04176082,0.560744693,0.223598153,0.656599768,-1.318524273,-0.041851052,-0.420781378,-6.193747888,-0.160919128,-0.481448584,-0.748258895,7.478552268,10.980685,7.842622,4.329039155,2.988217679,5.856143243,0
classical.00086.au,99.38401442,47,0.312157698,0.031521458,1356.373033,1494.74248,2496.726569,0.076861213,-283.4251932,159.5823982,-29.54063873,18.5522196,-9.888207447,-3.424281002,-10.99208916,-9.775556657,-8.296185178,-4.247249757,-2.861832707,-5.974322541,-4.022138521,-3.348464908,-3.386720903,-1.859289724,-0.442006038,1.898496856,-0.116115068,-2.816876771,0
classical.00058.au,143.5546875,72,0.265696528,0.029998526,1137.95424,1480.521866,1821.180654,0.081868364,-349.9776786,161.8329269,-3.369808924,14.19218625,5.775283767,3.541689495,2.978593725,-7.1058207,-7.921549581,-0.359461977,2.835887727,-2.495977798,-6.779701339,-8.832050432,-6.674717886,-4.899663099,0.100756334,4.259926519,5.100457698,2.608982327,0
classical.00082.au,117.4538352,52,0.282797433,0.042976044,1415.07921,1448.743591,2489.501613,0.08737929,-264.0368621,142.1472484,-51.36072439,5.033838757,-20.2625068,-17.1301099,-16.06824185,-20.30654412,-15.03551468,-9.732967646,-8.395368057,-11.77116553,-6.878544417,-4.600869784,-2.051570385,-2.375288367,0.964472967,3.021266883,1.377957013,5.553212225,0
classical.00004.au,161.4990234,80,0.223170801,0.042299889,1705.704611,1646.292971,3175.73913,0.112866664,-259.9099762,118.9392889,-35.6118514,31.97763632,-16.52928113,10.62212802,-15.65127709,7.435393944,-5.812290548,8.267929743,-18.01274042,-1.19683287,-6.347265455,2.761451537,-2.592573653,4.38480668,-4.136894947,-4.779474009,-4.772360214,-4.608322489,0
classical.00090.au,95.703125,45,0.215812677,0.023866184,2172.340941,1883.258566,4066.55041,0.151986231,-326.2809271,85.92119293,-42.98763851,31.84154312,-19.57250616,9.994432509,-16.45934264,10.00357189,-8.595387587,25.50846431,6.536586426,16.3986173,3.505810897,9.58815851,5.921453162,9.285932017,9.968676329,9.201811023,2.801200814,-5.379816183,0
classical.00066.au,135.9991776,68,0.187032426,0.031731356,794.9184861,1295.689452,1007.277242,0.04503223,-429.3462372,175.1542673,31.90371063,4.270010623,1.052185076,-5.770809256,-9.47931798,-11.28205717,-10.58142905,-8.662842869,-6.334779173,-1.680827171,0.820965229,-0.185078363,0.031626073,0.206131953,-1.847032737,-4.420416954,-4.973250266,-4.60422746,0
classical.00065.au,123.046875,55,0.207163261,0.02920289,828.7544423,1325.839316,1013.485538,0.047511806,-421.7212612,172.8163169,28.09436294,-2.574365603,-3.571014934,-4.860743292,-8.889903231,-10.70082692,-7.689229034,-7.963271184,-7.336991919,-2.720299242,-0.92076964,-4.212186208,-8.42082084,-8.398378171,-4.131449938,-0.419879213,0.085864876,-0.262021274,0
classical.00033.au,143.5546875,28,0.303928026,0.012362544,1128.264022,1375.873089,2165.770237,0.054393095,-429.0843039,120.7541798,-1.685719418,17.95427176,7.73696167,-2.045432003,-3.942677646,-2.536329162,-0.58306181,-0.797120992,-9.051377243,-3.685856319,-0.977725603,-4.998318783,-3.810670021,-2.414422032,-1.896630844,-0.30721912,3.41963633,3.145613901,0
classical.00016.au,99.38401442,35,0.219209088,0.008010743,1054.489587,1455.684587,1947.038227,0.047664489,-482.6776325,154.8658039,-5.028833566,29.73190532,-1.871845913,8.219090616,-4.765624394,9.654473428,-3.3304281,4.539550024,-10.09519712,-0.65576097,-2.449868246,-0.168453101,1.862222187,3.479766795,3.38882594,1.115774897,1.277016751,-0.666913992,0
